外语教学与研究出版社,二年级,下册,module,1,weather,1,b,"[{'n.': ['天气， 气象', '暴风雨']}, {'vt.& vi.': ['晒干， 风化']}, {'vt.': ['平安渡过， 挨过', '[地]使风化']}]"
外语教学与研究出版社,二年级,下册,module,1,like,1,b,"[{'vt.': ['喜欢', '（与 would 或 should 连用表示客气）想', '想要', '喜欢做']}, {'prep.': ['（表示属性）像', '（表示方式）如同', '（询问意见）…怎么样', '（表示列举）比如']}, {'adj.': ['相似的', '相同的']}, {'n.': ['相类似的人[事物]', '喜好', '爱好', '（尤指被视为没有某人或某物那么好的）种类，类型']}, {'conj.': ['像…一样', '如同', '好像', '仿佛']}, {'adv.': ['（非正式口语，代替 as）和…一样', '如', '（非正式口语，思考说下句话、解释或举例时用）大概', '可能']}]"
外语教学与研究出版社,二年级,下册,module,1,what's the weather like?,3,n,
外语教学与研究出版社,二年级,下册,module,1,sunny,1,b,"[{'adj.': ['和煦的：照到阳光的', '快活的，性情开朗亲切的']}]"
外语教学与研究出版社,二年级,下册,module,1,windy,1,b,"[{'adj.': ['有风的', '腹胀的', '吹牛的', '空谈的']}]"
外语教学与研究出版社,二年级,下册,module,1,take,1,b,"[{'vt.': ['拿，取', '采取', '接受（礼物等）', '耗费（时间等）']}, {'vi.': ['拿', '获得']}, {'n.': ['镜头', '看法', '收入额', '场景']}]"
外语教学与研究出版社,二年级,下册,module,1,cap,1,b,"[{'n.': ['盖', '帽子', '军帽', '求交运算']}, {'vi.': ['脱帽致意']}, {'vt.': ['覆盖', '给…戴帽']}, {'abbr.': ['Common Agricultural Policy （欧共体）共同农业政策']}]"
外语教学与研究出版社,二年级,下册,module,1,sofa,1,n,[{'n.': ['沙发']}]
外语教学与研究出版社,二年级,下册,module,1,street,1,b,[{'n.': ['大街，街道']}]
外语教学与研究出版社,二年级,下册,module,1,rain,1,b,"[{'n.': ['雨', '（热带地区的）雨季，雨天', '雨点般降落的东西', '<俚>电子流']}, {'vt.& vi.': ['（雨）降下，（使）降落', '大量地给，（使）大量落下']}]"
外语教学与研究出版社,二年级,下册,module,1,snow,1,b,"[{'n.': ['雪，雪花', '积雪', '雪季']}, {'vt.': ['使纷纷落下', '使变白', '下雪', '被雪覆盖，被雪阻挡']}, {'vi.': ['降雪']}]"
外语教学与研究出版社,二年级,下册,module,1,ski,1,x,"[{'n.': ['滑雪', '滑雪板', '滑水橇', '滑行装置']}, {'v.': ['滑雪，滑冰']}]"
外语教学与研究出版社,二年级,下册,module,2,radio,1,n,"[{'n.': ['无线电', '收音机', '无线电广播台', '无线电收发报机']}, {'vt.& vi.': ['用无线电发送讯息', '作无线电广播', '用X射线拍照']}]"
外语教学与研究出版社,二年级,下册,module,2,photo,1,b,"[{'n.': ['照片，相片']}, {'vt.& vi.': ['（给…）拍照']}]"
外语教学与研究出版社,二年级,下册,module,2,newspaper,1,n,"[{'n.': ['报纸，报', '旧报纸', '新闻纸']}]"
外语教学与研究出版社,二年级,下册,module,2,little,1,b,"[{'adj.': ['小的', '琐碎的', '娇小的', '幼小的']}, {'adv.': ['不多，略微', '少许，一点', '短时间地']}, {'n.': ['（表示否定）微少', '没有多少', '短时间']}, {'det.': ['（数量上）微少的，少到几乎没有的', '（a little）少量的，一些']}]"
外语教学与研究出版社,二年级,下册,module,2,camera,1,n,"[{'n.': ['照相机', '摄影机']}]"
外语教学与研究出版社,二年级,下册,module,2,smile,1,n,"[{'n.': ['微笑，笑容']}, {'vt.': ['以微笑表示', '以微笑完成']}, {'vi.': ['微笑', '赞许', '不在乎']}]"
外语教学与研究出版社,二年级,下册,module,2,draw,1,b,"[{'vt.& vi.': ['绘画', '拖，拉', '招致', '吸引']}, {'vt.': ['画', '拉', '吸引']}, {'vi.': ['移动', '拔出剑', '皱缩', '汲取']}, {'n.': ['平局', '抽奖']}]"
外语教学与研究出版社,二年级,下册,module,2,picture,1,b,"[{'n.': ['照片，画像', '图画，图片', '影片', '情景']}, {'vt.': ['构想，想象', '描绘，画', '描述']}]"
外语教学与研究出版社,二年级,下册,module,2,write,1,b,"[{'vt.& vi.': ['写', '写信', '写作', '作曲']}]"
外语教学与研究出版社,二年级,下册,module,2,letter,1,n,"[{'n.': ['信', '证书，许可证', '字母，文字', '字面意义']}, {'vt.': ['用字母标明', '写字母于', '加标题']}, {'vi.': ['写印刷体字母']}]"
外语教学与研究出版社,二年级,下册,module,2,colour,1,b,"[{'n.': ['颜色', '肤色', '彩色', '（用于服装、旗帜等代表团队、学校、政党或国家的）色彩']}, {'vt.': ['（用颜料、彩色笔等）为…着色', '粉饰', '歪曲', '使脸红']}, {'vi.': ['变色']}]"
外语教学与研究出版社,二年级,下册,module,3,tidy,1,n,"[{'adj.': ['整洁的，整齐的', '（数量）相当大的', '相当好的', '健康的']}, {'n.': ['盛零碎物品的容器', '椅子的背罩']}, {'vt.& vi.': ['使整洁', '弄整齐', '使有条理', '整理，收拾']}]"
外语教学与研究出版社,二年级,下册,module,3,room,1,b,"[{'n.': ['房间', '空间', '余地', '房间里所有的人']}, {'vt.': ['租房，合住', '为…提供住处', '投宿，住宿', '留…住宿']}]"
外语教学与研究出版社,二年级,下册,module,3,do,1,b,"[{'aux.': ['构成疑问句和否定句', '代替动词', '用于加强语气']}, {'vt.': ['做', '干', '进行', '从事']}, {'vi.': ['表现', '进展', '引起', '行过']}, {'n.': ['社交聚会', '社交活动', '宴会']}]"
外语教学与研究出版社,二年级,下册,module,3,homework,1,n,"[{'n.': ['家庭作业', '功课']}]"
外语教学与研究出版社,二年级,下册,module,3,sleep,1,b,"[{'vi.& link-v.': ['睡，睡觉']}, {'vi.': ['睡，睡觉', '睡眠状态']}, {'vt.': ['为…提供床位', '提供住宿', '以睡觉打发日子']}, {'n.': ['睡眠']}]"
外语教学与研究出版社,二年级,下册,module,3,secret,1,n,"[{'n.': ['秘密，机密', '秘诀', '奥秘']}, {'adj.': ['秘密的，机密的', '神秘的', '隐秘的']}]"
外语教学与研究出版社,二年级,下册,module,3,card,1,b,"[{'n.': ['卡片', '纸牌', '明信片', '信用卡']}, {'vt.': ['记于卡片上']}]"
外语教学与研究出版社,二年级,下册,module,3,flower,1,b,"[{'n.': ['花', '精华', '开花植物']}, {'vi.': ['开花', '繁荣', '成熟']}, {'vt.': ['使开花', '用花装饰']}]"
外语教学与研究出版社,二年级,下册,module,3,science,1,b,"[{'n.': ['科学', '技术，知识', '学科', '理科']}]"
外语教学与研究出版社,二年级,下册,module,3,today,1,b,"[{'adv.': ['（在）今天', '现在', '现今', '现代，当代']}, {'n.': ['今天，今日', '现代，当代', '现今']}]"
外语教学与研究出版社,二年级,下册,module,4,call,1,b,"[{'v.': ['呼唤，喊叫', '召唤，叫来，召集', '下令，命令', '打电话给']}, {'n.': ['喊叫，大声喊', '电话联络', '必要，理由', '要求']}]"
外语教学与研究出版社,二年级,下册,module,4,noise,1,n,"[{'n.': ['噪音', '嘈杂声，喧闹声', '声音，声响', '杂音']}, {'vt.': ['谣传', '哄传', '传说']}, {'vi.': ['发出声音', '大声议论']}]"
外语教学与研究出版社,二年级,下册,module,4,drink,1,b,"[{'vt.& vi.': ['喝（酒）', '饮', '喝酒', '（尤指）酗酒']}, {'vt.': ['吸收，吸入']}, {'n.': ['酒，饮料', '酒宴', '一杯或一份酒']}]"
外语教学与研究出版社,二年级,下册,module,4,talk,1,b,"[{'v.': ['说话', '讨论', '讲，说', '说闲话']}, {'n.': ['交谈', '讨论', '报告', '空话']}]"
外语教学与研究出版社,二年级,下册,module,4,store,1,n,"[{'n.': ['商店', '贮存物', '仓库', '大量']}, {'v.': ['贮存', '（在计算机里）存储']}]"
外语教学与研究出版社,二年级,下册,module,4,five-stones,2,x,
外语教学与研究出版社,二年级,下册,module,4,behind,1,b,"[{'prep.': ['（表示位置）在…的后面', '支持', '（表示顺序）在身后', '（表示比较）落后于']}, {'adv.': ['在后面', '向后', '在后面较远处', '（落）在后面']}, {'n.': ['〈口〉屁股']}]"
外语教学与研究出版社,二年级,下册,module,4,hide,1,n,"[{'vt.': ['隐藏', '躲避，隐匿，躲藏', '遮蔽，覆盖']}, {'vi.': ['隐瞒', '遮住', '遮挡', '掩盖']}, {'n.': ['兽皮', '<口>生命', '<口>人的皮肤', '（观看野生动物的）隐蔽处']}]"
外语教学与研究出版社,二年级,下册,module,4,seek,1,x,"[{'vt.': ['寻找，探寻', '追求，谋求', '往或朝…而去', '[废语]考察']}, {'vi.': ['查找，查寻', '找一找']}]"
外语教学与研究出版社,二年级,下册,module,4,hide-and-seek,2,x,
外语教学与研究出版社,二年级,下册,module,5,skip,1,x,"[{'vi.': ['跳', '跳绳', '悄悄溜走', '快速转移']}, {'vt.': ['略过', '跳过', '漏过', '不做（应做的事等）']}, {'n.': ['跳，蹦跳', '废料桶（装工地废料，由卡车拖走）', '跳跃']}]"
外语教学与研究出版社,二年级,下册,module,5,hurry up,2,b,
外语教学与研究出版社,二年级,下册,module,5,late,1,b,"[{'adj.': ['晚的，迟到的', '时间不早的', '已故的', '原来的，之前的', '临近终了的']}, {'adv.': ['晚，迟', '后期地', '最近地']}]"
外语教学与研究出版社,二年级,下册,module,5,sad,1,b,"[{'adj.': ['悲哀的', '糟糕的', '可悲的', '令人遗憾的']}]"
外语教学与研究出版社,二年级,下册,module,5,no,1,b,"[{'adv.': ['不', '否', '一点也没有']}, {'adj.': ['没有的', '不许的', '一点儿也没有', '决不是的']}, {'n.': ['不', '否定，否认', '反对票', '否决票']}, {'abbr.': ['数字(number)', '元素锘(nobelium)的符号']}]"
外语教学与研究出版社,二年级,下册,module,5,those,1,b,"[{'adj.& pron.': ['that的复数']}, {'adj.': ['那些的，那']}, {'n.': ['那，那个( that的名词复数)', '（指较远的人或事物）那', '（指已提到过或已知的人或事物）那', '（特指）那']}]"
外语教学与研究出版社,二年级,下册,module,5,clap,1,x,"[{'vt.& vi.': ['拍手，鼓掌', '轻轻拍打某人', '急速放置', '振翼，拍翅膀']}, {'n.': ['鼓掌，拍手', '拍手声', '噼拍声', '破裂声']}, {'vi.': ['鼓掌，拍手', '啪地关上']}]"
外语教学与研究出版社,二年级,下册,module,5,game,1,b,"[{'n.': ['游戏，运动', '比赛，竞赛', '诡计', '猎物']}, {'adj.': ['受伤的，瘸的', '对…有兴趣的', '雄赳赳的', '关于野味的']}, {'v.': ['打赌，赌输赢', '赌输']}]"
外语教学与研究出版社,二年级,下册,module,5,clapping game,2,x,
外语教学与研究出版社,二年级,下册,module,5,well,1,b,"[{'adv.': ['好', '很', '好意地', '高高兴兴地']}, {'adj.': ['健康的', '井的', '良好的', '恰当的']}, {'int.': ['（用于表示惊讶，疑虑，接受等）']}, {'n.': ['泉', '源泉', '水井']}, {'vi.': ['（液体）涌出', '流出', '涌流', '涌上']}, {'vt.': ['涌出，喷出']}]"
外语教学与研究出版社,二年级,下册,module,5,kid,1,b,"[{'n.': ['<口>小孩', '小山羊，小山羊皮制品']}, {'vt.& vi.': ['欺骗，戏弄，取笑']}, {'adj.': ['较年幼的', '小山羊皮制的']}]"
外语教学与研究出版社,二年级,下册,module,5,catch,1,n,"[{'vt.': ['赶上', '接住', '引起', '看见']}, {'vt.& vi.': ['（使）被钩住，（使）被卡住']}, {'n.': ['抓', '隐情', '捕获量', '挂钩']}, {'vi.': ['锁住', '着火', '[棒球]当接球手']}, {'adj.': ['迷惑人的', '令人容易上当的', '引人注目的', '令人感兴趣的']}]"
外语教学与研究出版社,二年级,下册,module,5,of course,2,b,
外语教学与研究出版社,二年级,下册,module,6,usually,1,n,"[{'adv.': ['通常，经常，平常，惯常地', '一直，向来', '动不动，一般', '素']}]"
外语教学与研究出版社,二年级,下册,module,6,us,1,b,[{'pron.': ['我们']}]
外语教学与研究出版社,二年级,下册,module,6,ride,1,n,"[{'vt.& vi.': ['乘，骑，驾']}, {'n.': ['（乘坐汽车等的）旅行', '乘骑', '（乘车或骑车的）短途旅程', '供乘骑的游乐设施']}, {'vt.': ['（骑马、自行车等）穿越', '搭乘', '飘浮']}]"
外语教学与研究出版社,二年级,下册,module,6,thing,1,n,"[{'n.': ['事件，形势', '东西，事物', '家伙', '事业']}]"
外语教学与研究出版社,二年级,下册,module,6,ill,1,b,"[{'adj.': ['不好的', '恶意的', '有病的', '不吉利的']}, {'adv.': ['坏', '不利地', '令人不满地']}, {'n.': ['伤害', '困难', '问题', '弊端']}]"
外语教学与研究出版社,二年级,下册,module,6,cook,1,b,"[{'vt.& vi.': ['烹调', '编造', '篡改', '密谋']}, {'vt.': ['烹调', '煮']}, {'vi.': ['烹调', '做菜']}, {'n.': ['厨师', '厨子']}]"
外语教学与研究出版社,二年级,下册,module,6,her,1,b,"[{'pron.': ['(she的宾格)她', '(she的所有格)她的', '她，指某个国家，（一艘）船']}]"
外语教学与研究出版社,二年级,下册,module,6,go shopping,2,n,
外语教学与研究出版社,二年级,下册,module,6,kitchen,1,b,"[{'n.': ['厨房', '厨师']}]"
外语教学与研究出版社,二年级,下册,module,7,Children's Day,2,n,
外语教学与研究出版社,二年级,下册,module,7,TV,1,b,"[{'abbr.': ['television 电视机', 'total volume 总量', 'test vehicle 实验用飞行器', 'terminal velocity 终端速度']}]"
外语教学与研究出版社,二年级,下册,module,7,play,1,b,"[{'n.': ['比赛', '游戏', '戏剧', '赌博']}, {'vt.& vi.': ['玩', '演奏', '演出', '参加比赛']}, {'vt.': ['扮演', '担任，充当…的角色', '演出', '装扮']}, {'vi.': ['玩耍，游戏', '[游戏] 参加游戏', '赌博', '闹着玩']}]"
外语教学与研究出版社,二年级,下册,module,7,say,1,b,"[{'vi.': ['说， 讲', '表明，宣称', '假设', '约莫']}, {'vt.': ['表明', '念', '说明', '比方说']}, {'n.': ['发言权', '说话', '要说的话', '发言权']}]"
外语教学与研究出版社,二年级,下册,module,7,poem,1,n,"[{'n.': ['诗', '韵文', '诗一样的作品', '富有诗意的东西']}]"
外语教学与研究出版社,二年级,下册,module,7,dragon,1,x,"[{'n.': ['龙，龙船', '[D-][天文学]天龙（星座）', '[口语、贬义]脾气暴躁的人']}]"
外语教学与研究出版社,二年级,下册,module,7,dragon dance,2,x,
外语教学与研究出版社,二年级,下册,module,7,picnic,1,n,"[{'n.': ['野餐郊游', '供野餐吃的食品', '猪的肩肉', '轻松的工作']}, {'vi.': ['去野餐，参加野餐', '野餐式地用餐', '在户外用餐']}, {'vt.': ['用野餐招待']}]"
外语教学与研究出版社,二年级,下册,module,7,family,1,b,"[{'n.': ['家庭', '家族', '孩子', '祖先']}, {'adj.': ['家庭的', '一家所有的', '属于家庭的', '适合全家人的']}]"
外语教学与研究出版社,二年级,下册,module,7,beach,1,n,"[{'n.': ['海滩，海滨', '岸上的沙子和卵石']}, {'vt.': ['将…拖上岸', '将滑艇拖到小屋前面的岸边']}]"
外语教学与研究出版社,二年级,下册,module,8,hill,1,n,"[{'n.': ['小山，山冈', '斜坡']}, {'v.': ['把…堆成小山', '培土于…周围']}]"
外语教学与研究出版社,二年级,下册,module,8,past,1,n,"[{'adj.': ['过去的，以前的', '结束的', '前任的']}, {'n.': ['过去，过往', '往事', '[语]过去时']}, {'prep.': ['超过，超出', '远于', '越过']}, {'adv.': ['经过，超过']}]"
外语教学与研究出版社,二年级,下册,module,8,station,1,n,"[{'n.': ['车站', '所，局', '身份', '电视台']}, {'vt.': ['配置，安置', '驻扎']}]"
外语教学与研究出版社,二年级,下册,module,8,hospital,1,b,"[{'n.': ['医院', '收容所', '养老院', '〈古〉旅客招待所']}]"
外语教学与研究出版社,二年级,下册,module,8,stop,1,b,"[{'vi.': ['停止', '中断', '逗留', '（使）停止工作']}, {'vt.': ['塞住', '堵塞', '阻挠', '止付']}, {'n.': ['停止', '（管风琴的）音栓', '停车站', '（管风琴的）音管']}]"
外语教学与研究出版社,二年级,下册,module,8,turn,1,b,"[{'v.': ['使转动', '旋转', '转身', '翻转']}, {'n.': ['转动', '转向', '转弯处', '转变']}]"
外语教学与研究出版社,二年级,下册,module,8,around,1,n,"[{'adv.': ['大约', '旋转', '到处，四处', '在周围']}, {'prep.': ['围绕', '在附近', '前后，左右', '在…周围']}]"
外语教学与研究出版社,二年级,下册,module,8,turn around,2,n,
外语教学与研究出版社,二年级,下册,module,8,ground,1,n,"[{'n.': ['地面，土地', '基础', '范围', '阵地，战场']}, {'vi.': ['搁浅，停飞', '着陆']}, {'vt.': ['把…放在地上', '在…的基础树立上', '交给…基本知识', '使…受初步训练']}, {'v.': ['grind的过去式和过去分词']}]"
外语教学与研究出版社,二年级,下册,module,8,again,1,b,"[{'adv.': ['再一次', '再说', '此外', '不过']}]"
外语教学与研究出版社,二年级,下册,module,8,jump,1,b,"[{'vt.': ['跳', '跳过', '快速移动', '（因吃惊、害怕或激动而）猛地一动']}, {'vi.': ['暴涨', '跳跃', '猛增']}, {'n.': ['猛长，暴涨', '（需要跳越的）障碍', '跳伞']}]"
外语教学与研究出版社,二年级,下册,module,8,back,1,b,"[{'n.': ['背，背部', '背面，反面', '后面，后部', '（椅子等的）靠背']}, {'vt.': ['使后退', '支持', '加背书于', '下赌注于']}, {'vi.': ['后退', '倒退']}, {'adj.': ['背部的', '后面的', '以前的', '拖欠的']}, {'adv.': ['以前', '向后地']}]"
外语教学与研究出版社,二年级,下册,module,8,come back,2,b,
外语教学与研究出版社,二年级,下册,module,9,left,1,b,"[{'adj.': ['左边的，左侧的', '左派的']}, {'n.': ['左，左面', '[军]左翼', '左派，激进分子']}, {'adv.': ['向左', '在左边']}, {'v.': ['离开( leave的过去式和过去分词)']}]"
外语教学与研究出版社,二年级,下册,module,9,turn left,2,n,
外语教学与研究出版社,二年级,下册,module,9,right,1,b,"[{'adv.': ['立刻，马上', '向右，右边', '恰当地', '一直']}, {'adj.': ['右方的', '正确的', '合适的', '好的，正常的']}, {'n.': ['正确，正当', '右边', '权利', '右手']}, {'vt.': ['纠正', '扶直，使正', '整理', '补偿']}, {'vi.': ['（船舶等）复正，恢复平稳']}]"
外语教学与研究出版社,二年级,下册,module,9,turn right,2,n,
外语教学与研究出版社,二年级,下册,module,9,road,1,n,"[{'n.': ['路', '通路', '途径', '方法']}, {'vt.': ['在…设置路障', '（狗）沿臭迹追逐（猎物）', '（狗）闻着臭迹追']}]"
外语教学与研究出版社,二年级,下册,module,9,excuse me,2,n,
外语教学与研究出版社,二年级,下册,module,9,straight,1,n,"[{'adj.': ['直的', '连续的', '直率的', '整齐的']}, {'adv.': ['直地', '直接地', '坦率地', '立即']}, {'n.': ['直线', '直线部分']}]"
外语教学与研究出版社,二年级,下册,module,9,go straight on,2,n,
外语教学与研究出版社,二年级,下册,module,9,lost,1,n,"[{'adj.': ['失去的', '迷路的', '不知所措的']}, {'v.': ['遗失，失去（ lose的过去式和过去分词）', '（使）失去（所需要的东西，尤指钱）', '（因事故、年老、死亡等）损失', '浪费']}]"
外语教学与研究出版社,二年级,下册,module,9,out,1,n,"[{'adv.': ['出局', '在外，在外部', '完全，彻底', '出版']}, {'prep.': ['（表示来源）从', '（从…里）出来', '（表示不在原状态）脱离', '离去']}, {'vt.': ['使熄灭', '揭露', '驱逐']}, {'adj.': ['外面的', '出局的', '下台的', '外围的']}, {'n.': ['不流行', '出局']}]"
外语教学与研究出版社,二年级,下册,module,9,factory,1,n,"[{'n.': ['工厂，制造厂', '<古>代理店']}]"
外语教学与研究出版社,二年级,下册,module,10,next to,2,n,
外语教学与研究出版社,二年级,下册,module,10,cousin,1,b,"[{'n.': ['堂[表]兄弟姊妹', '远亲，同辈']}]"
外语教学与研究出版社,二年级,下册,module,10,supermarket,1,b,"[{'n.': ['超级市场', '自动售货商店']}]"
外语教学与研究出版社,二年级,下册,module,10,wrong,1,b,"[{'adj.': ['有毛病的，失常的', '错误的，不正确的', '不好的，不公正的', '反对的，相反的，颠倒的，背面的，里面的']}, {'adv.': ['不对，错误，失当', '不好，不公正', '逆，颠倒，翻转', '有毛病，不舒服']}, {'n.': ['过失，错误', '不义的行为', '不义行为', '犯罪']}, {'vt.': ['委屈，无理地对待，诽谤']}]"
外语教学与研究出版社,二年级,下册,module,10,way,1,b,"[{'n.': ['道路', '方法', '方向', '某方面']}, {'adv.': ['远远地，大大地']}]"
外语教学与研究出版社,二年级,下册,module,10,turn back,2,n,
外语教学与研究出版社,二年级,下册,module,10,front,1,n,"[{'n.': ['前面', '正面', '身体前部', '前线']}, {'adj.': ['前面的', '正面的', '舌前的']}, {'v.': ['面向', '在…前面', '用…作正面', '领导']}]"
外语教学与研究出版社,二年级,下册,module,10,in front of,2,n,
外语教学与研究出版社,二年级,下册,module,10,well,1,b,"[{'adv.': ['好', '很', '好意地', '高高兴兴地']}, {'adj.': ['健康的', '井的', '良好的', '恰当的']}, {'int.': ['（用于表示惊讶，疑虑，接受等）']}, {'n.': ['泉', '源泉', '水井']}, {'vi.': ['（液体）涌出', '流出', '涌流', '涌上']}, {'vt.': ['涌出，喷出']}]"
外语教学与研究出版社,二年级,下册,module,10,taxi,1,b,"[{'n.': ['出租车', '滑行']}, {'vi.': ['乘出租车', '（指飞机）在地面或水面滑行']}, {'vt.': ['用出租车运送', '使滑行']}]"
外语教学与研究出版社,二年级,下册,module,10,Mrs,1,b,"[{'abbr.': ['magnetic resonance blood-flow scanning 磁共振血流量扫描', 'multimer resolution system 多聚体分辨系统', 'myeloid-related sequence 骨髓相关序列']}]"
外语教学与研究出版社,二年级,下册,module,10,cinema,1,b,"[{'n.': ['电影院', '电影艺术', '电影业', '电影']}]"
